T,TM,Tm,SLP,H,W,V,VM,PM 2.5
27.3,31,22.6,999.1,86,4.3,11.9,20.6,49.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,43.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,52.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,49.583333333333336

28.9,32,24.6,997.3,69,5.5,19.4,29.4,61.875

26.4,29,24,998.3,84,4.7,18.1,29.4,0.0

25.3,27,24,1000.5,86,4.5,19.1,29.4,29.666666666666668

nan,nan,nan,nan,nan,nan,nan,nan,47.75

nan,nan,nan,nan,nan,nan,nan,nan,37.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,33.083333333333336

30.5,36,24,-,53,5,18.3,25.9,49.125

30,34,25,1001.8,60,4.8,17,24.1,43.66666666666666

26.1,28,25,1002.7,85,5,13.5,24.1,29.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,29.666666666666668

nan,nan,nan,nan,nan,nan,nan,nan,56.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,39.25

24.1,25,23.6,999.2,97,3.1,20.4,31.7,35.208333333333336

25.2,27,23.5,998.8,93,2.6,12.2,18.3,37.625

25.6,29,23.8,1000.1,90,4.5,13.1,22.2,41.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,53.125

nan,nan,nan,nan,nan,nan,nan,nan,54.875

nan,nan,nan,nan,nan,nan,nan,nan,65.75

24.7,26,24,997.7,94,4.3,9.1,18.3,38.583333333333336

24.8,28,23.7,997.4,95,3.7,10.2,22.2,36.0

25.5,28,23.2,997.2,92,4,13.1,22.2,70.58333333333333

nan,nan,nan,nan,nan,nan,nan,nan,52.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,36.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,45.583333333333336

23.7,27,21,999.1,91,3.5,20,33.5,33.166666666666664

23.4,25,21.4,999.9,96,2.9,15.9,22.2,38.25

25.2,29,22.4,999.8,92,2.7,15.2,29.4,26.58333333333333

nan,nan,nan,nan,nan,nan,nan,nan,57.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,30.70833333333333

nan,nan,nan,nan,nan,nan,nan,nan,35.375

26.8,30,23,1004.2,80,5.3,14.6,22.2,15.416666666666666

25.7,28,23,1004.7,88,4.3,14.4,22.2,41.375

27,30,23,1004,77,4.8,18,25.9,25.541666666666668

25.8,29,23,-,82,4.3,15.9,25.9,28.375

nan,nan,nan,nan,nan,nan,nan,nan,40.333333333333336

nan,nan,nan,nan,nan,nan,nan,nan,39.333333333333336

nan,nan,nan,nan,nan,nan,nan,nan,41.833333333333336

25.5,27,24,1002.6,91,3.4,13.9,22.2,50.333333333333336

25.2,27,23.8,1003.2,92,2.9,17.4,27.8,35.375

25.7,28.5,23.8,-,89,3.4,14.3,25.9,31.916666666666668

nan,nan,nan,nan,nan,nan,nan,nan,36.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,33.291666666666664

nan,nan,nan,nan,nan,nan,nan,nan,35.5

26.3,30,23,1005.8,80,4.8,15.2,24.1,35.291666666666664

26.5,30,22.9,1006.8,80,5.5,12,18.3,26.83333333333333

26.3,29.2,23,-,79,5.1,15,27.8,21.125

nan,nan,nan,nan,nan,nan,nan,nan,18.0

nan,nan,nan,nan,nan,nan,nan,nan,28.041666666666668

nan,nan,nan,nan,nan,nan,nan,nan,34.875

26.2,28.2,23.3,1000.6,91,3.7,10.4,16.5,35.708333333333336

27.7,30.2,23.9,999.2,81,4.5,12.4,22.2,43.583333333333336

27.7,31,24.4,999.2,79,5,12.2,18.3,46.04166666666666

nan,nan,nan,nan,nan,nan,nan,nan,28.75

nan,nan,nan,nan,nan,nan,nan,nan,70.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,58.54166666666666

25.9,29,23.4,1000.5,90,4.3,13.5,22.2,82.875

26.7,31,23.9,999.4,88,3.9,10.9,22.2,64.91666666666667

26.1,29,24,998.6,89,4.2,10.9,18.3,30.666666666666668

nan,nan,nan,nan,nan,nan,nan,nan,31.75

nan,nan,nan,nan,nan,nan,nan,nan,41.04166666666666

nan,nan,nan,nan,nan,nan,nan,nan,45.25

26.9,31,21.8,1005.4,75,5.5,14.4,22.2,34.416666666666664

26.8,30,22.2,1005.9,75,5.1,14.1,25.9,33.166666666666664

26.3,31,22,1005.4,77,5.3,14.3,24.1,30.625

25.5,29,23,1006.7,86,4.8,7.4,20.6,30.33333333333333

nan,nan,nan,nan,nan,nan,nan,nan,31.75

nan,nan,nan,nan,nan,nan,nan,nan,34.208333333333336

nan,nan,nan,nan,nan,nan,nan,nan,11.625

28.7,33,23,1007,68,4.8,8.9,14.8,0.0

28.7,33,22.8,1006.4,70,4.8,7.2,14.8,0.0

27.4,33,24,1005.7,81,4.3,8,18.3,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,26.166666666666668

25.8,31,22.6,1007.1,89,4.8,7,25.9,76.875

26.7,30,22.6,1006.1,87,5,5,11.1,83.45833333333333

25.6,28,23.6,1005.4,88,4.2,6.5,14.8,71.66666666666667

nan,nan,nan,nan,nan,nan,nan,nan,65.625

nan,nan,nan,nan,nan,nan,nan,nan,53.375

nan,nan,nan,nan,nan,nan,nan,nan,56.083333333333336

28.3,33,22,1001.7,70,5,6.9,14.8,69.70833333333333

26.7,33,23,1002.1,83,4.5,9.6,22.2,62.375

23,24,21.8,1001.4,96,3.5,17.6,29.4,24.875

nan,nan,nan,nan,nan,nan,nan,nan,37.333333333333336

nan,nan,nan,nan,nan,nan,nan,nan,50.125

nan,nan,nan,nan,nan,nan,nan,nan,46.54166666666666

27.9,32,23,1006.1,73,4.7,10,18.3,43.958333333333336

27.8,33,22.8,1006.4,70,4.7,10.4,18.3,41.5

28.2,33,22,1007.1,66,4.8,8.3,14.8,38.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,48.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,76.91666666666667

nan,nan,nan,nan,nan,nan,nan,nan,34.458333333333336

27.7,34,21,1007.1,58,5,9.1,14.8,30.33333333333333

28.1,35,20,1006.5,53,5.1,6.1,11.1,26.666666666666668

28.4,35,20.6,1007.5,51,5.3,6.5,11.1,29.0

nan,nan,nan,nan,nan,nan,nan,nan,34.25

nan,nan,nan,nan,nan,nan,nan,nan,62.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,65.08333333333333

29.2,33,23.8,1006.2,66,4.3,9.3,16.5,61.708333333333336

28.9,33.2,23,1004.7,68,5,9.4,22.2,60.54166666666666

27.8,33,23,1005.3,73,5.1,9.8,18.3,41.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,50.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,40.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,60.66666666666666

27.3,31,24.6,1005.4,78,5,5.4,14.8,80.04166666666667

28.2,34,24,1005.2,64,5.5,6.9,13,82.83333333333333

28.6,35,21.2,1006.5,58,5.5,6.9,14.8,95.25

nan,nan,nan,nan,nan,nan,nan,nan,115.83333333333331

nan,nan,nan,nan,nan,nan,nan,nan,149.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,145.58333333333334

25.6,32,17.6,1006.8,59,3.9,7.6,14.8,126.16666666666669

28.1,33,21,1006.2,64,4.8,8.9,18.3,136.70833333333334

28.4,34,22,1007,62,5,6.9,13,160.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,173.58333333333334

nan,nan,nan,nan,nan,nan,nan,nan,168.625

nan,nan,nan,nan,nan,nan,nan,nan,174.66666666666666

25.6,34.2,15.1,1013.5,38,5.1,6.3,11.1,245.66666666666663

25.8,33,16.4,1013.1,39,5.6,8.1,14.8,261.6666666666667

25.5,33,16.5,1012.1,42,5.3,5.4,14.8,272.4166666666667

nan,nan,nan,nan,nan,nan,nan,nan,226.29166666666663

nan,nan,nan,nan,nan,nan,nan,nan,291.7083333333333

nan,nan,nan,nan,nan,nan,nan,nan,207.33333333333331

23.6,31,15.6,1012.8,43,4.7,5.9,14.8,149.625

23.8,31,15.6,1014,43,4.8,8,14.8,99.70833333333331

24.3,31,14.9,1013.4,43,4.8,5.2,11.1,217.375

23.7,31.2,16,1012,43,4.7,8.3,16.5,309.375

nan,nan,nan,nan,nan,nan,nan,nan,166.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,429.1666666666667

nan,nan,nan,nan,nan,nan,nan,nan,332.4583333333333

24.1,31,17,1013.6,51,4.5,5.4,11.1,321.5416666666667

23.2,30,15.5,1013.4,43,4.3,6.1,14.8,278.0

22.8,30.2,15,1012.6,41,4.2,5.7,9.4,192.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,235.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,153.29166666666666

nan,nan,nan,nan,nan,nan,nan,nan,171.54166666666666

21.2,28,12.8,1010.6,52,3.5,6.7,22.2,224.16666666666663

22.1,29,13,1010.2,53,3.7,5,11.1,196.75

21.8,29.5,13.9,1010.4,52,4,4.8,9.4,221.54166666666663

nan,nan,nan,nan,nan,nan,nan,nan,210.54166666666663

nan,nan,nan,nan,nan,nan,nan,nan,251.20833333333331

nan,nan,nan,nan,nan,nan,nan,nan,172.83333333333334

22,27,16.7,1014.4,63,2.6,10.6,16.5,166.70833333333334

21.1,27,16,-,56,3.9,10.6,14.8,130.70833333333334

20.4,25,16,1013.9,52,2.9,8.5,13,194.70833333333331

nan,nan,nan,nan,nan,nan,nan,nan,250.875

nan,nan,nan,nan,nan,nan,nan,nan,274.875

nan,nan,nan,nan,nan,nan,nan,nan,207.91666666666663

19.6,28.2,9.6,1015.7,42,4.8,5.7,11.1,134.45833333333334

20.1,29.6,10,1016.1,39,4.2,7,11.1,110.0

21.8,29,10.2,1014.7,39,5.3,5.6,14.8,160.0

nan,nan,nan,nan,nan,nan,nan,nan,217.91666666666663

nan,nan,nan,nan,nan,nan,nan,nan,184.20833333333331

nan,nan,nan,nan,nan,nan,nan,nan,130.91666666666666

20.1,27,12,1014,41,4.8,8.1,11.1,118.91666666666669

19.5,26,11,1015.4,44,5,9.4,18.3,176.375

19.8,25,12,1015.1,43,4.5,8.3,18.3,185.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,195.375

nan,nan,nan,nan,nan,nan,nan,nan,151.04166666666666

nan,nan,nan,nan,nan,nan,nan,nan,170.875

18.6,22,15.4,1014,69,1.6,10.9,22.2,239.125

20.5,25,15.6,1014.4,58,4,10.6,18.3,365.2916666666667

20.4,26.2,14.5,1014.4,52,5.1,8.7,13,312.2083333333333

nan,nan,nan,nan,nan,nan,nan,nan,237.625

nan,nan,nan,nan,nan,nan,nan,nan,179.33333333333334

nan,nan,nan,nan,nan,nan,nan,nan,122.54166666666669

20.7,26,13.9,1014.7,67,4.2,8.1,11.1,121.33333333333331

20.1,26.5,14.6,1015.8,71,2.4,8.5,13,202.875

19.7,26,14,1017.6,66,2.7,10,18.3,260.1666666666667

nan,nan,nan,nan,nan,nan,nan,nan,403.9583333333333

nan,nan,nan,nan,nan,nan,nan,nan,455.5833333333333

nan,nan,nan,nan,nan,nan,nan,nan,382.7083333333333

18.1,25,9.2,1019.7,45,5.1,6.9,11.1,277.7083333333333

19,25,13,1019.3,53,3.7,10.2,14.8,284.1666666666667

18.1,25,10,1019.7,60,3.1,9.4,16.5,288.4166666666667

nan,nan,nan,nan,nan,nan,nan,nan,256.8333333333333

nan,nan,nan,nan,nan,nan,nan,nan,175.75

nan,nan,nan,nan,nan,nan,nan,nan,180.79166666666663

17.4,24,9.8,1016.8,52,4.8,7.2,14.8,166.91666666666666

17.1,23.5,8.8,1017.8,48,5.6,8,11.1,169.0

17.7,25,8.9,1016.6,48,4.8,8.1,11.1,186.04166666666663

nan,nan,nan,nan,nan,nan,nan,nan,185.58333333333331

nan,nan,nan,nan,nan,nan,nan,nan,114.08333333333331

nan,nan,nan,nan,nan,nan,nan,nan,140.45833333333334

-,-,-,-,-,-,-,-,nan

18.1,24.2,11.6,1012.4,54,3.7,9.6,18.3,255.875

16.2,23,9.6,1013.2,52,4.8,10.2,16.5,217.08333333333331

15.5,22,7.7,1015.5,48,5,7.6,11.1,229.16666666666663

nan,nan,nan,nan,nan,nan,nan,nan,392.2083333333333

nan,nan,nan,nan,nan,nan,nan,nan,536.5

nan,nan,nan,nan,nan,nan,nan,nan,321.8333333333333

16.6,23.5,10,1014.2,50,5.3,7.8,13,298.4583333333333

17.7,24,9.8,1015.9,47,5.3,9.4,18.3,264.9166666666667

17.3,23.5,11.4,1018.2,47,5.1,9.4,16.5,404.5

nan,nan,nan,nan,nan,nan,nan,nan,442.6666666666667

nan,nan,nan,nan,nan,nan,nan,nan,220.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,251.375

20.4,27,12.6,1015.5,46,5,6.5,11.1,188.5

21.9,29,14.5,1015.1,49,4.7,5.7,9.4,164.75

20.6,27.6,13,1015.3,46,5.5,6.9,14.8,376.9166666666667

nan,nan,nan,nan,nan,nan,nan,nan,362.0

nan,nan,nan,nan,nan,nan,nan,nan,235.625

nan,nan,nan,nan,nan,nan,nan,nan,0.0

20.2,28,11.8,1015.1,49,5.8,8,14.8,0.0

19.8,27,12,1013.9,51,6.6,4.6,13,0.0

20.9,27.5,11.8,1012.8,47,5.6,6.1,11.1,57.0

nan,nan,nan,nan,nan,nan,nan,nan,114.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,148.125

nan,nan,nan,nan,nan,nan,nan,nan,184.875

17.1,23,6.6,1013.5,42,4.7,7,14.8,202.91666666666663

17.3,25,8.2,1013.8,41,5.6,8.1,14.8,205.125

18.1,25,8.2,1013.2,40,5.5,6.3,11.1,214.125

nan,nan,nan,nan,nan,nan,nan,nan,202.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,308.875

nan,nan,nan,nan,nan,nan,nan,nan,323.875

21.5,29,11.1,1015.3,36,5.5,12.6,27.8,315.7916666666667

22.4,30,11.7,1013.9,36,5.8,7.4,18.3,322.25

23.2,31,13.4,1011.7,36,6,8.5,14.8,246.04166666666663

23.4,30,13.6,1012.9,35,5.1,11.7,18.3,200.91666666666663

nan,nan,nan,nan,nan,nan,nan,nan,187.16666666666663

nan,nan,nan,nan,nan,nan,nan,nan,187.79166666666663

nan,nan,nan,nan,nan,nan,nan,nan,167.79166666666666

17.1,19,13.6,1014,54,4,8,14.8,99.5

21.6,28.4,12.6,1011,48,4.7,8.1,18.3,143.91666666666666

19.7,26,12,1012.8,45,5,7.8,11.1,100.25

nan,nan,nan,nan,nan,nan,nan,nan,126.0

nan,nan,nan,nan,nan,nan,nan,nan,163.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,152.875

17.7,22,14.4,1018.9,88,2.3,9.6,18.3,165.0

18.3,24,12,1022,60,4.2,10.7,16.5,116.45833333333331

20.1,27,10.6,1020.2,47,5.8,6.9,11.1,143.0

nan,nan,nan,nan,nan,nan,nan,nan,194.91666666666663

nan,nan,nan,nan,nan,nan,nan,nan,130.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,152.375

23.8,30,16.2,1008.2,34,5.3,9.6,14.8,231.125

23.9,30,15.5,1012.4,35,5.3,9.4,14.8,218.66666666666663

24.2,32,14,1010.6,32,5.6,7,16.5,211.0

nan,nan,nan,nan,nan,nan,nan,nan,172.0

nan,nan,nan,nan,nan,nan,nan,nan,184.875

nan,nan,nan,nan,nan,nan,nan,nan,95.41666666666669

26.4,33.4,18.2,1013.5,39,5.5,7.8,18.3,52.208333333333336

24.8,30,18,1013,38,5.5,11.3,14.8,187.5

25.2,31.2,15,1012.6,38,6.4,8.9,18.3,130.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,68.91666666666667

28.2,35,19,1010,32,5.5,8.9,14.8,123.125

27.7,35,18.8,1009.6,30,5.5,7.6,16.5,120.91666666666669

26.7,34,17,1008.4,27,5.5,14.4,33.5,153.625

nan,nan,nan,nan,nan,nan,nan,nan,119.41666666666669

nan,nan,nan,nan,nan,nan,nan,nan,110.75

nan,nan,nan,nan,nan,nan,nan,nan,94.29166666666669

24.8,30.4,17,1012.3,30,5.1,10.6,14.8,130.33333333333334

24.1,29,18.8,1012.6,53,4.2,10.9,20.6,110.70833333333331

26.8,33,18,1011.7,37,4.8,10.6,18.3,138.5

nan,nan,nan,nan,nan,nan,nan,nan,39.29166666666666

nan,nan,nan,nan,nan,nan,nan,nan,44.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,52.375

28.9,37.2,17.2,1009.3,23,6,10.4,18.3,75.75

28.4,35,20.5,1008.5,23,5.5,12.8,22.2,146.54166666666666

26.2,32,20.5,1008.7,28,5.3,10.2,18.3,116.625

nan,nan,nan,nan,nan,nan,nan,nan,163.0

nan,nan,nan,nan,nan,nan,nan,nan,162.08333333333334

nan,nan,nan,nan,nan,nan,nan,nan,63.458333333333336

29.8,36,22.4,1010.9,25,5.8,11.7,18.3,80.04166666666667

29.1,35,23.6,1008.8,33,5,9.3,14.8,100.04166666666669

27.9,35,18.6,1008.8,21,6.1,14.8,25.9,109.45833333333331

nan,nan,nan,nan,nan,nan,nan,nan,103.08333333333331

nan,nan,nan,nan,nan,nan,nan,nan,208.83333333333331

nan,nan,nan,nan,nan,nan,nan,nan,74.66666666666667

28.2,34,19.6,1013,23,5.5,10,14.8,110.16666666666669

29.1,35,18.6,1012.3,20,5.5,10.2,20.6,108.20833333333331

30.4,38,18,1008.9,20,6.1,8.9,22.2,103.83333333333331

nan,nan,nan,nan,nan,nan,nan,nan,111.5

nan,nan,nan,nan,nan,nan,nan,nan,98.58333333333331

nan,nan,nan,nan,nan,nan,nan,nan,60.41666666666666

31.4,39,20,1005.4,16,6.3,12,18.3,74.29166666666667

30.9,38,21.2,1006.4,20,6,10.7,18.3,101.79166666666669

30.8,38,20,1007.5,23,6,9.4,18.3,106.16666666666669

31.4,38.2,21.4,1006.1,21,5.3,8.9,20.6,89.875

nan,nan,nan,nan,nan,nan,nan,nan,71.95833333333333

nan,nan,nan,nan,nan,nan,nan,nan,76.41666666666667

nan,nan,nan,nan,nan,nan,nan,nan,113.375

30.9,38,23,1006.9,28,4.5,12,20.6,48.208333333333336

30.1,36,23,1007.7,29,5.5,10.7,18.3,47.04166666666666

32.3,38,24,1008,24,6.4,11.5,22.2,67.79166666666667

nan,nan,nan,nan,nan,nan,nan,nan,65.45833333333333

nan,nan,nan,nan,nan,nan,nan,nan,77.75

nan,nan,nan,nan,nan,nan,nan,nan,114.45833333333331

31.7,36,22.4,1006.6,34,6,7.2,14.8,56.66666666666666

31.8,37.4,25.8,1005.7,31,5.8,11.9,22.2,79.0

31.6,39,25,1004.8,31,5.3,14.3,22.2,123.58333333333331

nan,nan,nan,nan,nan,nan,nan,nan,97.875

nan,nan,nan,nan,nan,nan,nan,nan,77.33333333333333

nan,nan,nan,nan,nan,nan,nan,nan,48.333333333333336

33.8,40,23,1004.2,19,6.1,11.3,18.3,80.29166666666667

34,40,26,1004,17,6.1,22,29.4,137.875

32.1,38,24.6,1005.6,20,5.3,13.3,25.9,87.875

nan,nan,nan,nan,nan,nan,nan,nan,61.875

nan,nan,nan,nan,nan,nan,nan,nan,82.125

nan,nan,nan,nan,nan,nan,nan,nan,139.91666666666666

33.2,40,20.8,1003.8,13,5.6,12.2,27.8,121.20833333333331

34.6,41,24.4,1003,15,5.8,13,24.1,97.04166666666669

-,-,-,-,-,-,-,-,92.08333333333331

-,-,-,-,-,-,-,-,105.75

-,-,-,-,-,-,-,-,119.16666666666669

-,-,-,-,-,-,-,-,121.45833333333331

36.7,42,28,1002.1,18,5,20.9,42.4,130.625

36.8,42,29.8,1002.5,19,6,17.8,33.5,90.5

34.7,41,26.4,1004.1,26,4.3,12.6,18.3,55.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,79.29166666666667

nan,nan,nan,nan,nan,nan,nan,nan,81.875

nan,nan,nan,nan,nan,nan,nan,nan,73.20833333333333

34.8,41,27,1004.2,18,5.5,18,25.9,108.33333333333331

33.1,39,24.5,1003.7,25,4.5,19.8,31.7,198.875

35.6,41,26,1004.8,21,5.1,10.9,18.3,120.70833333333331

nan,nan,nan,nan,nan,nan,nan,nan,117.375

nan,nan,nan,nan,nan,nan,nan,nan,86.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,88.625

36.4,42,28,1002.8,19,5.3,16.7,22.2,60.54166666666666

33.9,41,29,1002.3,23,4.7,16.1,22.2,79.0

35.1,41,28,1002.1,23,4,20.9,29.4,133.70833333333334

nan,nan,nan,nan,nan,nan,nan,nan,87.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,107.91666666666669

nan,nan,nan,nan,nan,nan,nan,nan,76.625

34.9,42,29,999.8,25,5.1,15.7,25.9,53.25

36.7,43,29,1000.2,23,5.6,14.4,27.8,65.16666666666667

37.5,43,31,1000.6,26,5.8,10.7,27.8,83.58333333333333

nan,nan,nan,nan,nan,nan,nan,nan,86.91666666666667

nan,nan,nan,nan,nan,nan,nan,nan,65.16666666666667

nan,nan,nan,nan,nan,nan,nan,nan,44.29166666666666

36.2,43,29,999.8,27,5.1,10,18.3,40.66666666666666

37.6,44,29,999.1,19,5.8,13.1,27.8,48.125

38.4,45,29.4,998.3,22,6,13.1,22.2,103.16666666666669

nan,nan,nan,nan,nan,nan,nan,nan,119.70833333333331

nan,nan,nan,nan,nan,nan,nan,nan,124.25

nan,nan,nan,nan,nan,nan,nan,nan,143.04166666666666

36.6,42,28.6,1000.8,29,5.3,11.9,22.2,143.375

35.2,41.4,30.4,1000.7,35,5.5,14.6,33.5,44.79166666666666

33.3,41.4,28.8,1001,40,5.5,16.1,37,71.95833333333333

35.8,42,27,999.4,29,5.3,20.9,33.5,17.5

nan,nan,nan,nan,nan,nan,nan,nan,87.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,84.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,85.54166666666667

35.2,42,31,996.8,38,5.3,18.3,29.4,101.0

30.6,35,26,996.6,59,4.7,20.6,37,76.20833333333333

27.8,36,22.8,996.9,72,4,18.5,27.8,84.33333333333333

nan,nan,nan,nan,nan,nan,nan,nan,84.20833333333333

nan,nan,nan,nan,nan,nan,nan,nan,83.375

nan,nan,nan,nan,nan,nan,nan,nan,55.958333333333336

33.3,37.2,27,996.6,46,5.1,26.5,37,48.833333333333336

33.2,38,26.5,997.9,38,5,26.9,40.7,64.45833333333333

33.4,38,27,999.9,40,5.8,24.3,33.5,80.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,58.083333333333336

nan,nan,nan,nan,nan,nan,nan,nan,49.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,101.70833333333331

29.8,36,24,1000.3,59,5.5,18.3,51.9,65.41666666666667

31.6,37,25,1000.4,52,5.3,11.1,64.8,54.66666666666666

30.8,36.4,28,999.9,56,5,14.8,25.9,78.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,73.0

nan,nan,nan,nan,nan,nan,nan,nan,58.625

nan,nan,nan,nan,nan,nan,nan,nan,61.5

29.6,35,25.9,997.6,69,5.3,11.9,29.4,49.125

26.2,30,24,997.7,84,5.3,13.1,22.2,65.875

25.1,30,23.6,997.8,93,4,14.6,27.8,72.41666666666667

nan,nan,nan,nan,nan,nan,nan,nan,71.29166666666667

nan,nan,nan,nan,nan,nan,nan,nan,74.375

nan,nan,nan,nan,nan,nan,nan,nan,107.16666666666669

29.8,33,25,1001.2,60,5.5,15.2,25.9,184.66666666666663

30.9,35,26,999.6,56,6,18.3,27.8,113.33333333333331

28.9,32.4,26,999.8,67,5.1,21.7,29.4,146.20833333333334

nan,nan,nan,nan,nan,nan,nan,nan,65.375

nan,nan,nan,nan,nan,nan,nan,nan,111.04166666666669

nan,nan,nan,nan,nan,nan,nan,nan,111.125

27.4,32,24,998.8,80,5,13.1,25.9,112.29166666666669

28.6,33.4,24,997.9,76,5.1,17.6,46.5,60.625

26.3,33,24,997.2,90,4,19.8,29.4,71.0

nan,nan,nan,nan,nan,nan,nan,nan,57.04166666666666

nan,nan,nan,nan,nan,nan,nan,nan,67.41666666666667

nan,nan,nan,nan,nan,nan,nan,nan,132.70833333333334

25.7,28,24,997.8,90,3.7,13.1,18.3,153.41666666666666

26.1,28.2,24.6,996.4,90,4.5,11.7,18.3,134.95833333333334

28.1,32.2,24,995.4,80,5.1,8.5,13,81.125

nan,nan,nan,nan,nan,nan,nan,nan,197.66666666666663

nan,nan,nan,nan,nan,nan,nan,nan,160.75

nan,nan,nan,nan,nan,nan,nan,nan,29.125

25.2,26.4,24,998.4,95,4.8,16.3,20.6,52.25

26.1,29,23.8,998.8,89,5,15.4,22.2,160.375

25.6,28,24,999.1,91,5.1,17,22.2,99.375

nan,nan,nan,nan,nan,nan,nan,nan,123.875

nan,nan,nan,nan,nan,nan,nan,nan,131.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,53.875

23.8,24.4,23,1001.2,98,2.9,18.3,25.9,31.45833333333333

24.3,28,23,1001.7,93,3.7,17.6,22.2,47.375

24.9,26,23,1001.2,86,4.5,18,27.8,38.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,42.54166666666666

nan,nan,nan,nan,nan,nan,nan,nan,35.791666666666664

nan,nan,nan,nan,nan,nan,nan,nan,43.458333333333336

26.4,29.4,23,1001,75,5.1,19.6,31.7,35.958333333333336

27.5,30,23.4,1002.1,69,4.5,19.1,31.7,25.08333333333333

27.2,31,23.2,1003.1,71,4.7,19.8,29.4,45.833333333333336

26.9,30,23.8,1003.6,76,5,18.7,29.4,33.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,31.875

nan,nan,nan,nan,nan,nan,nan,nan,69.79166666666667

nan,nan,nan,nan,nan,nan,nan,nan,62.91666666666666

25.6,27.4,24,1000.1,81,4.5,17,27.8,26.416666666666668

24.2,25,23,1000,94,3.4,18.5,25.9,30.666666666666668

25.7,29,23,1002.4,91,3.4,16.5,25.9,29.95833333333333

nan,nan,nan,nan,nan,nan,nan,nan,47.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,48.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,37.125

26.8,30,24,999.3,81,5,13.9,20.6,23.875

26.6,30,24,999.9,82,4.7,15.6,25.9,22.33333333333333

24.6,28,23,1000.2,93,3.9,13.3,27.8,25.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,32.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,31.5

nan,nan,nan,nan,nan,nan,nan,nan,56.375

25.1,27,23.8,1000.2,94,2.9,15,22.2,66.79166666666667

24.6,27,23.6,1000.1,95,3.1,18.7,29.4,64.875

25.4,29,23.8,998.6,96,3.2,10.6,18.3,47.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,48.29166666666666

